latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,-18000,America/Chicago,GMT-5

time,temperature_2m (°C),rain (mm),apparent_temperature (°C),pressure_msl (hPa),snowfall (cm),precipitation (mm)
2026-06-02T21:00,10.6,0.00,7.5,1014.3,0.00,0.00
2026-06-02T22:00,10.6,0.00,7.5,1013.9,0.00,0.00
2026-06-02T23:00,11.6,0.00,8.5,1013.6,0.00,0.00
2026-06-03T00:00,13.0,0.00,10.0,1013.5,0.00,0.00
2026-06-03T01:00,13.9,0.00,10.8,1013.3,0.00,0.00
2026-06-03T02:00,13.6,0.00,10.3,1013.2,0.00,0.00
2026-06-03T03:00,12.6,0.00,9.3,1013.0,0.00,0.00
2026-06-03T04:00,12.3,0.00,9.7,1012.8,0.00,0.00
2026-06-03T05:00,13.3,0.00,10.8,1012.3,0.00,0.00
2026-06-03T06:00,14.9,0.00,11.7,1011.7,0.00,0.00
2026-06-03T07:00,16.0,0.00,12.3,1011.2,0.00,0.00
2026-06-03T08:00,16.3,0.00,12.6,1011.0,0.00,0.00
2026-06-03T09:00,16.1,0.00,12.6,1010.9,0.00,0.00
2026-06-03T10:00,15.8,0.00,12.3,1010.8,0.00,0.00
2026-06-03T11:00,15.7,0.00,11.8,1010.5,0.00,0.00
2026-06-03T12:00,15.5,0.00,11.9,1010.1,0.00,0.00
2026-06-03T13:00,15.0,0.00,11.6,1009.8,0.00,0.00
2026-06-03T14:00,14.0,0.00,10.9,1009.8,0.00,0.00
2026-06-03T15:00,12.8,0.00,9.8,1009.8,0.00,0.00
2026-06-03T16:00,11.9,0.00,9.0,1009.8,0.00,0.00
2026-06-03T17:00,11.9,0.00,9.2,1009.6,0.00,0.00
2026-06-03T18:00,12.3,0.00,9.8,1009.3,0.00,0.00
2026-06-03T19:00,12.4,0.00,10.1,1009.0,0.00,0.00
2026-06-03T20:00,12.0,0.00,9.6,1008.8,0.00,0.00
2026-06-03T21:00,11.3,0.00,8.8,1008.7,0.00,0.00
2026-06-03T22:00,11.0,0.00,8.5,1008.7,0.00,0.00
2026-06-03T23:00,11.6,0.00,8.8,1008.7,0.00,0.00
